#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.350000000000012E+02  0.129224928526094E+01  0.486163496500596E-01  0.772750764876120E+00  0.290720388133024E-01
     0.350100000000011E+02  0.129198812897525E+01  0.485540514309569E-01  0.772909322361820E+00  0.290466128502182E-01
     0.350200000000011E+02  0.129172726766433E+01  0.484920498486816E-01  0.773067753031219E+00  0.290213274541943E-01
     0.350300000000011E+02  0.129146669605037E+01  0.484303433846154E-01  0.773226059947323E+00  0.289961821793054E-01
     0.350400000000011E+02  0.129120640875887E+01  0.483689309825740E-01  0.773384246215097E+00  0.289711768578853E-01
     0.350500000000011E+02  0.129094640034391E+01  0.483078120499071E-01  0.773542314966472E+00  0.289463116006176E-01
     0.350600000000011E+02  0.129068666531320E+01  0.482469864579756E-01  0.773700269345520E+00  0.289215867962710E-01
     0.350700000000011E+02  0.129042719815295E+01  0.481864545420057E-01  0.773858112493712E+00  0.288970031110743E-01
     0.350800000000011E+02  0.129016799335257E+01  0.481262171002962E-01  0.774015847535219E+00  0.288725614877118E-01
     0.350900000000011E+02  0.128990904542948E+01  0.480662753927383E-01  0.774173477562235E+00  0.288482631439107E-01
     0.351000000000011E+02  0.128965034895389E+01  0.480066311385845E-01  0.774331005620231E+00  0.288241095705769E-01
     0.351100000000011E+02  0.128939189857367E+01  0.479472865133893E-01  0.774488434693192E+00  0.288001025294321E-01
     0.351200000000011E+02  0.128913368903939E+01  0.478882441450337E-01  0.774645767688755E+00  0.287762440500946E-01
     0.351300000000011E+02  0.128887571522938E+01  0.478295071087325E-01  0.774803007423309E+00  0.287525364265438E-01
     0.351400000000011E+02  0.128861797217502E+01  0.477710789209265E-01  0.774960156607031E+00  0.287289822129066E-01
     0.351500000000011E+02  0.128836045508596E+01  0.477129635319513E-01  0.775117217828914E+00  0.287055842185028E-01
     0.351600000000011E+02  0.128810315937536E+01  0.476551653173877E-01  0.775274193541822E+00  0.286823455020917E-01
     0.351700000000011E+02  0.128784608068510E+01  0.475976890679972E-01  0.775431086047635E+00  0.286592693652648E-01
     0.351800000000011E+02  0.128758921491063E+01  0.475405399781660E-01  0.775587897482544E+00  0.286363593449406E-01
     0.351900000000011E+02  0.128733255822560E+01  0.474837236327876E-01  0.775744629802592E+00  0.286136192049220E-01
     0.352000000000011E+02  0.128707610710593E+01  0.474272459925389E-01  0.775901284769538E+00  0.285910529264942E-01
     0.352100000000011E+02  0.128681985835325E+01  0.473711133775204E-01  0.776057863937159E+00  0.285686646980477E-01
     0.352200000000011E+02  0.128656380911748E+01  0.473153324492611E-01  0.776214368638075E+00  0.285464589037342E-01
     0.352300000000011E+02  0.128630795691841E+01  0.472599101911065E-01  0.776370799971224E+00  0.285244401111677E-01
     0.352400000000011E+02  0.128605229966613E+01  0.472048538870406E-01  0.776527158790080E+00  0.285026130582097E-01
     0.352500000000011E+02  0.128579683568005E+01  0.471501710990181E-01  0.776683445691733E+00  0.284809826388876E-01
     0.352600000000011E+02  0.128554156370636E+01  0.470958696429122E-01  0.776839661006931E+00  0.284595538885146E-01
     0.352700000000011E+02  0.128528648293383E+01  0.470419575632052E-01  0.776995804791174E+00  0.284383319680929E-01
     0.352800000000011E+02  0.128503159300769E+01  0.469884431065833E-01  0.777151876816952E+00  0.284173221481017E-01
     0.352900000000011E+02  0.128477689404156E+01  0.469353346946145E-01  0.777307876567208E+00  0.283965297917803E-01
     0.353000000000011E+02  0.128452238662726E+01  0.468826408957120E-01  0.777463803230073E+00  0.283759603380325E-01
     0.353100000000011E+02  0.128426807184244E+01  0.468303703966024E-01  0.777619655694925E+00  0.283556192840864E-01
     0.353200000000011E+02  0.128401395125591E+01  0.467785319735365E-01  0.777775432549813E+00  0.283355121680537E-01
     0.353300000000011E+02  0.128376002693081E+01  0.467271344634889E-01  0.777931132080223E+00  0.283156445515389E-01
     0.353400000000011E+02  0.128350630142538E+01  0.466761867355972E-01  0.778086752269207E+00  0.282960220024468E-01
     0.353500000000011E+02  0.128325277779166E+01  0.466256976630965E-01  0.778242290798823E+00  0.282766500781445E-01
     0.353600000000011E+02  0.128299945957186E+01  0.465756760960022E-01  0.778397745052836E+00  0.282575343091239E-01
     0.353700000000011E+02  0.128274635079294E+01  0.465261308347802E-01  0.778553112120606E+00  0.282386801833092E-01
     0.353800000000011E+02  0.128249345595902E+01  0.464770706052393E-01  0.778708388802077E+00  0.282200931311439E-01
     0.353900000000011E+02  0.128224078004238E+01  0.464285040348516E-01  0.778863571613734E+00  0.282017785115773E-01
     0.354000000000011E+02  0.128198832847269E+01  0.463804396306950E-01  0.779018656795415E+00  0.281837415990597E-01
     0.354100000000011E+02  0.128173610712522E+01  0.463328857591748E-01  0.779173640317821E+00  0.281659875716360E-01
     0.354200000000011E+02  0.128148412230783E+01  0.462858506276548E-01  0.779328517890564E+00  0.281485215002057E-01
     0.354300000000011E+02  0.128123238074743E+01  0.462393422680932E-01  0.779483284970582E+00  0.281313483390000E-01
     0.354400000000011E+02  0.128098088957591E+01  0.461933685227344E-01  0.779637936770741E+00  0.281144729172957E-01
     0.354500000000011E+02  0.128072965631593E+01  0.461479370318753E-01  0.779792468268441E+00  0.280978999323692E-01
     0.354600000000011E+02  0.128047868886704E+01  0.461030552236765E-01  0.779946874214030E+00  0.280816339436612E-01
     0.354700000000011E+02  0.128022799549210E+01  0.460587303059416E-01  0.780101149138863E+00  0.280656793680963E-01
     0.354800000000011E+02  0.127997758480471E+01  0.460149692597539E-01  0.780255287362800E+00  0.280500404764804E-01
     0.354900000000011E+02  0.127972746575754E+01  0.459717788348061E-01  0.780409283000998E+00  0.280347213908659E-01
     0.355000000000011E+02  0.127947764763215E+01  0.459291655462184E-01  0.780563129969829E+00  0.280197260827535E-01
     0.355100000000010E+02  0.127922814003036E+01  0.458871356726081E-01  0.780716821991789E+00  0.280050583719762E-01
     0.355200000000010E+02  0.127897895286738E+01  0.458456952551190E-01  0.780870352599278E+00  0.279907219260832E-01
     0.355300000000010E+02  0.127873009636703E+01  0.458048500971103E-01  0.781023715137162E+00  0.279767202600333E-01
     0.355400000000010E+02  0.127848158105898E+01  0.457646057641461E-01  0.781176902764035E+00  0.279630567359762E-01
     0.355500000000010E+02  0.127823341777820E+01  0.457249675839313E-01  0.781329908452159E+00  0.279497345629014E-01
     0.355600000000010E+02  0.127798561766673E+01  0.456859406458007E-01  0.781482724986058E+00  0.279367567959142E-01
     0.355700000000010E+02  0.127773819217754E+01  0.456475297993635E-01  0.781635344959800E+00  0.279241263348967E-01
     0.355800000000010E+02  0.127749115308066E+01  0.456097396519055E-01  0.781787760773023E+00  0.279118459223117E-01
     0.355900000000010E+02  0.127724451247124E+01  0.455725745641446E-01  0.781939964625783E+00  0.278999181399071E-01
     0.356000000000010E+02  0.127699828277947E+01  0.455360386439477E-01  0.782091948512384E+00  0.278883454040873E-01
     0.356100000000010E+02  0.127675247678213E+01  0.455001357376363E-01  0.782243704214314E+00  0.278771299597300E-01
     0.356200000000010E+02  0.127650710761538E+01  0.454648694185326E-01  0.782395223292514E+00  0.278662738722453E-01
     0.356300000000010E+02  0.127626218878849E+01  0.454302429724220E-01  0.782546497079179E+00  0.278557790176894E-01
     0.356400000000010E+02  0.127601773419817E+01  0.453962593796557E-01  0.782697516669370E+00  0.278456470707773E-01
     0.356500000000010E+02  0.127577375814291E+01  0.453629212936642E-01  0.782848272912704E+00  0.278358794906659E-01
     0.356600000000010E+02  0.127553027533701E+01  0.453302310156881E-01  0.782998756405442E+00  0.278264775044068E-01
     0.356700000000010E+02  0.127528730092366E+01  0.452981904656151E-01  0.783148957483280E+00  0.278174420880155E-01
     0.356800000000010E+02  0.127504485048652E+01  0.452668011488514E-01  0.783298866215209E+00  0.278087739451322E-01
     0.356900000000010E+02  0.127480294005934E+01  0.452360641192397E-01  0.783448472398781E+00  0.278004734832993E-01
     0.357000000000010E+02  0.127456158613290E+01  0.452059799380996E-01  0.783597765557143E+00  0.277925407879209E-01
     0.357100000000010E+02  0.127432080565882E+01  0.451765486295375E-01  0.783746734938190E+00  0.277849755940154E-01
     0.357200000000010E+02  0.127408061604948E+01  0.451477696322510E-01  0.783895369516213E+00  0.277777772559187E-01
     0.357300000000010E+02  0.127384103517368E+01  0.451196417481327E-01  0.784043657996360E+00  0.277709447151448E-01
     0.357400000000010E+02  0.127360208134736E+01  0.450921630880416E-01  0.784191588822251E+00  0.277644764666486E-01
     0.357500000000010E+02  0.127336377331886E+01  0.450653310151946E-01  0.784339150187058E+00  0.277583705237899E-01
     0.357600000000010E+02  0.127312613024838E+01  0.450391420866949E-01  0.784486330048314E+00  0.277526243823325E-01
     0.357700000000010E+02  0.127288917168101E+01  0.450135919937836E-01  0.784633116146711E+00  0.277472349838561E-01
     0.357800000000010E+02  0.127265291751316E+01  0.449886755014652E-01  0.784779496029096E+00  0.277421986789979E-01
     0.357900000000010E+02  0.127241738795191E+01  0.449643863882040E-01  0.784925457075814E+00  0.277375111909650E-01
     0.358000000000010E+02  0.127218260346723E+01  0.449407173864545E-01  0.785070986532551E+00  0.277331675798012E-01
     0.358100000000010E+02  0.127194858473676E+01  0.449176601248167E-01  0.785216071546711E+00  0.277291622079035E-01
     0.358200000000010E+02  0.127171535258318E+01  0.448952050726466E-01  0.785360699208370E+00  0.277254887073093E-01
     0.358300000000010E+02  0.127148292790414E+01  0.448733414879798E-01  0.785504856595744E+00  0.277221399492867E-01
     0.358400000000010E+02  0.127125133159493E+01  0.448520573696332E-01  0.785648530825090E+00  0.277191080167640E-01
     0.358500000000010E+02  0.127102058446407E+01  0.448313394143652E-01  0.785791709104860E+00  0.277163841801414E-01
     0.358600000000010E+02  0.127079070714213E+01  0.448111729799560E-01  0.785934378793896E+00  0.277139588770134E-01
     0.358700000000010E+02  0.127056171998419E+01  0.447915420550652E-01  0.786076527463377E+00  0.277118216963231E-01
     0.358800000000010E+02  0.127033364296656E+01  0.447724292366857E-01  0.786218142962163E+00  0.277099613674474E-01
     0.358900000000010E+02  0.127010649557817E+01  0.447538157159792E-01  0.786359213485143E+00  0.277083657546812E-01
     0.359000000000010E+02  0.126988029670760E+01  0.447356812732245E-01  0.786499727644110E+00  0.277070218575619E-01
     0.359100000000010E+02  0.126965506452627E+01  0.447180042825521E-01  0.786639674540642E+00  0.277059158174263E-01
     0.359200000000010E+02  0.126943081636894E+01  0.447007617270594E-01  0.786779043840428E+00  0.277050329305484E-01
     0.359300000000010E+02  0.126920756861232E+01  0.446839292248254E-01  0.786917825848397E+00  0.277043576681535E-01
     0.359400000000010E+02  0.126898533655284E+01  0.446674810662464E-01  0.787056011584024E+00  0.277038737035406E-01
     0.359500000000010E+02  0.126876413428477E+01  0.446513902630154E-01  0.787193592856071E+00  0.277035639464826E-01
     0.359600000000010E+02  0.126854397457976E+01  0.446356286089546E-01  0.787330562336076E+00  0.277034105850012E-01
     0.359700000000010E+02  0.126832486876901E+01  0.446201667527994E-01  0.787466913629818E+00  0.277033951345425E-01
     0.359800000000010E+02  0.126810682662928E+01  0.446049742829060E-01  0.787602641345991E+00  0.277034984944978E-01
     0.359900000000010E+02  0.126788985627404E+01  0.445900198237255E-01  0.787737741161342E+00  0.277037010119349E-01
     0.360000000000010E+02  0.126767396405088E+01  0.445752711437606E-01  0.787872209881468E+00  0.277039825523234E-01
     0.360100000000010E+02  0.126745915444660E+01  0.445606952745869E-01  0.788006045496543E+00  0.277043225769553E-01
     0.360200000000009E+02  0.126724543000093E+01  0.445462586403824E-01  0.788139247231227E+00  0.277047002266740E-01
     0.360300000000009E+02  0.126703279123028E+01  0.445319271972834E-01  0.788271815588044E+00  0.277050944114495E-01
     0.360400000000009E+02  0.126682123656244E+01  0.445176665817520E-01  0.788403752383569E+00  0.277054839052535E-01
     0.360500000000009E+02  0.126661076228347E+01  0.445034422670093E-01  0.788535060776801E+00  0.277058474456096E-01
     0.360600000000009E+02  0.126640136249749E+01  0.444892197264837E-01  0.788665745289146E+00  0.277061638371299E-01
     0.360700000000009E+02  0.126619302910042E+01  0.444749646030926E-01  0.788795811815530E+00  0.277064120582685E-01
     0.360800000000009E+02  0.126598575176832E+01  0.444606428830912E-01  0.788925267626201E+00  0.277065713704767E-01
     0.360900000000009E+02  0.126577951796099E+01  0.444462210731225E-01  0.789054121358886E+00  0.277066214288801E-01
     0.361000000000009E+02  0.126557431294123E+01  0.444316663790244E-01  0.789182383001035E+00  0.277065423935590E-01
     0.361100000000009E+02  0.126537011981022E+01  0.444169468848893E-01  0.789310063862001E+00  0.277063150404763E-01
     0.361200000000009E+02  0.126516691955913E+01  0.444020317308181E-01  0.789437176535085E+00  0.277059208710682E-01
     0.361300000000009E+02  0.126496469113696E+01  0.443868912877860E-01  0.789563734849479E+00  0.277053422195069E-01
     0.361400000000009E+02  0.126476341153450E+01  0.443714973280156E-01  0.789689753812246E+00  0.277045623566297E-01
     0.361500000000009E+02  0.126456305588418E+01  0.443558231892547E-01  0.789815249540606E+00  0.277035655895428E-01
     0.361600000000009E+02  0.126436359757513E+01  0.443398439313919E-01  0.789940239184841E+00  0.277023373559290E-01
     0.361700000000009E+02  0.126416500838300E+01  0.443235364838660E-01  0.790064740842307E+00  0.277008643121142E-01
     0.361800000000009E+02  0.126396725861367E+01  0.443068797823976E-01  0.790188773463091E+00  0.276991344139955E-01
     0.361900000000009E+02  0.126377031725983E+01  0.442898548936429E-01  0.790312356747969E+00  0.276971369899836E-01
     0.362000000000009E+02  0.126357415216936E+01  0.442724451264727E-01  0.790435511039408E+00  0.276948628051844E-01
     0.362100000000009E+02  0.126337873022428E+01  0.442546361286805E-01  0.790558257206431E+00  0.276923041161091E-01
     0.362200000000009E+02  0.126318401752883E+01  0.442364159680635E-01  0.790680616524258E+00  0.276894547152974E-01
     0.362300000000009E+02  0.126298997960527E+01  0.442177751969588E-01  0.790802610549671E+00  0.276863099653271E-01
     0.362400000000009E+02  0.126279658159566E+01  0.441987068994665E-01  0.790924260993136E+00  0.276828668217808E-01
     0.362500000000009E+02  0.126260378846820E+01  0.441792067207663E-01  0.791045589588747E+00  0.276791238448530E-01
     0.362600000000009E+02  0.126241156522609E+01  0.441592728781006E-01  0.791166617963070E+00  0.276750811993853E-01
     0.362700000000009E+02  0.126221987711748E+01  0.441389061531820E-01  0.791287367504037E+00  0.276707406432393E-01
     0.362800000000009E+02  0.126202868984438E+01  0.441181098659614E-01  0.791407859230975E+00  0.276661055040223E-01
     0.362900000000009E+02  0.126183796976903E+01  0.440968898298872E-01  0.791528113666911E+00  0.276611806443082E-01
     0.363000000000009E+02  0.126164768411579E+01  0.440752542889586E-01  0.791648150714241E+00  0.276559724156016E-01
     0.363100000000009E+02  0.126145780116689E+01  0.440532138370685E-01  0.791767989534834E+00  0.276504886014092E-01
     0.363200000000009E+02  0.126126829045031E+01  0.440307813202977E-01  0.791887648435579E+00  0.276447383498899E-01
     0.363300000000009E+02  0.126107912291829E+01  0.440079717229945E-01  0.792007144760373E+00  0.276387320966556E-01
     0.363400000000009E+02  0.126089027111493E+01  0.439848020386283E-01  0.792126494789408E+00  0.276324814783893E-01
     0.363500000000009E+02  0.126070170933147E+01  0.439612911265500E-01  0.792245713646631E+00  0.276259992380353E-01
     0.363600000000009E+02  0.126051341374803E+01  0.439374595559262E-01  0.792364815216082E+00  0.276192991223931E-01
     0.363700000000009E+02  0.126032536256073E+01  0.439133294382275E-01  0.792483812067782E+00  0.276123957730144E-01
     0.363800000000009E+02  0.126013753609320E+01  0.438889242497459E-01  0.792602715393720E+00  0.276053046113572E-01
     0.363900000000009E+02  0.125994991689156E+01  0.438642686457101E-01  0.792721534954392E+00  0.275980417192027E-01
     0.364000000000009E+02  0.125976248980250E+01  0.438393882676187E-01  0.792840279036232E+00  0.275906237153684E-01
     0.364100000000009E+02  0.125957524203377E+01  0.438143095454614E-01  0.792958954420191E+00  0.275830676297782E-01
     0.364200000000009E+02  0.125938816319679E+01  0.437890594965276E-01  0.793077566361566E+00  0.275753907759584E-01
     0.364300000000009E+02  0.125920124533145E+01  0.437636655225005E-01  0.793196118581133E+00  0.275676106230287E-01
     0.364400000000009E+02  0.125901448291297E+01  0.437381552065352E-01  0.793314613267470E+00  0.275597446682458E-01
     0.364500000000009E+02  0.125882787284105E+01  0.437125561119793E-01  0.793433051090303E+00  0.275518103111332E-01
     0.364600000000009E+02  0.125864141441181E+01  0.436868955843627E-01  0.793551431224577E+00  0.275438247301998E-01
     0.364700000000009E+02  0.125845510927297E+01  0.436612005582061E-01  0.793669751384872E+00  0.275358047632035E-01
     0.364800000000009E+02  0.125826896136292E+01  0.436354973701345E-01  0.793788007869702E+00  0.275277667918667E-01
     0.364900000000009E+02  0.125808297683453E+01  0.436098115796896E-01  0.793906195615129E+00  0.275197266318926E-01
     0.365000000000009E+02  0.125789716396473E+01  0.435841677991274E-01  0.794024308257088E+00  0.275116994290588E-01
     0.365100000000009E+02  0.125771153305067E+01  0.435585895333818E-01  0.794142338201714E+00  0.275036995620957E-01
     0.365200000000008E+02  0.125752609629392E+01  0.435330990312504E-01  0.794260276702935E+00  0.274957405529783E-01
     0.365300000000008E+02  0.125734086767359E+01  0.435077171487339E-01  0.794378113946527E+00  0.274878349851765E-01
     0.365400000000008E+02  0.125715586281000E+01  0.434824632253145E-01  0.794495839139801E+00  0.274799944303191E-01
     0.365500000000008E+02  0.125697109882004E+01  0.434573549738340E-01  0.794613440606047E+00  0.274722293836451E-01
     0.365600000000008E+02  0.125678659416562E+01  0.434324083844799E-01  0.794730905882859E+00  0.274645492085216E-01
     0.365700000000008E+02  0.125660236849681E+01  0.434076376432436E-01  0.794848221823436E+00  0.274569620902126E-01
     0.365800000000008E+02  0.125641844249077E+01  0.433830550650794E-01  0.794965374699957E+00  0.274494749990054E-01
     0.365900000000008E+02  0.125623483768829E+01  0.433586710418447E-01  0.795082350308146E+00  0.274420936626990E-01
     0.366000000000008E+02  0.125605157632900E+01  0.433344940049570E-01  0.795199134072128E+00  0.274348225483773E-01
     0.366100000000008E+02  0.125586868118677E+01  0.433105304025842E-01  0.795315711148748E+00  0.274276648533112E-01
     0.366200000000008E+02  0.125568617540672E+01  0.432867846910370E-01  0.795432066530499E+00  0.274206225047432E-01
     0.366300000000008E+02  0.125550408234484E+01  0.432632593399219E-01  0.795548185146301E+00  0.274136961682418E-01
     0.366400000000008E+02  0.125532242541176E+01  0.432399548504886E-01  0.795664051959371E+00  0.274068852642341E-01
     0.366500000000008E+02  0.125514122792149E+01  0.432168697865068E-01  0.795779652061507E+00  0.274001879922672E-01
     0.366600000000008E+02  0.125496051294638E+01  0.431940008169010E-01  0.795894970763155E+00  0.273936013624837E-01
     0.366700000000008E+02  0.125478030317911E+01  0.431713427692899E-01  0.796009993678692E+00  0.273871212337461E-01
     0.366800000000008E+02  0.125460062080264E+01  0.431488886935001E-01  0.796124706806423E+00  0.273807423578022E-01
     0.366900000000008E+02  0.125442148736872E+01  0.431266299340559E-01  0.796239096602868E+00  0.273744584288402E-01
     0.367000000000008E+02  0.125424292368574E+01  0.431045562105979E-01  0.796353150050983E+00  0.273682621377579E-01
     0.367100000000008E+02  0.125406494971627E+01  0.430826557051381E-01  0.796466854722047E+00  0.273621452304425E-01
     0.367200000000008E+02  0.125388758448470E+01  0.430609151550392E-01  0.796580198830991E+00  0.273560985693484E-01
     0.367300000000008E+02  0.125371084599524E+01  0.430393199505798E-01  0.796693171285075E+00  0.273501121976500E-01
     0.367400000000008E+02  0.125353475116042E+01  0.430178542359818E-01  0.796805761725857E+00  0.273441754052550E-01
     0.367500000000008E+02  0.125335931574005E+01  0.429965010127700E-01  0.796917960564482E+00  0.273382767959670E-01
     0.367600000000008E+02  0.125318455429050E+01  0.429752422443765E-01  0.797029759010407E+00  0.273324043551125E-01
     0.367700000000008E+02  0.125301048012416E+01  0.429540589609239E-01  0.797141149093738E+00  0.273265455169683E-01
     0.367800000000008E+02  0.125283710527866E+01  0.429329313631822E-01  0.797252123681426E+00  0.273206872313641E-01
     0.367900000000008E+02  0.125266444049543E+01  0.429118389247486E-01  0.797362676487627E+00  0.273148160288728E-01
     0.368000000000008E+02  0.125249249520702E+01  0.428907604915763E-01  0.797472802078612E+00  0.273089180840533E-01
     0.368100000000008E+02  0.125232127753264E+01  0.428696743780510E-01  0.797582495872624E+00  0.273029792762596E-01
     0.368200000000008E+02  0.125215079428115E+01  0.428485584589130E-01  0.797691754135163E+00  0.272969852475923E-01
     0.368300000000008E+02  0.125198105096071E+01  0.428273902564199E-01  0.797800573970206E+00  0.272909214576364E-01
     0.368400000000008E+02  0.125181205179438E+01  0.428061470222389E-01  0.797908953307881E+00  0.272847732346869E-01
     0.368500000000008E+02  0.125164379974069E+01  0.427848058136822E-01  0.798016890889166E+00  0.272785258232453E-01
     0.368600000000008E+02  0.125147629651834E+01  0.427633435639999E-01  0.798124386248183E+00  0.272721644276364E-01
     0.368700000000008E+02  0.125130954263417E+01  0.427417371465648E-01  0.798231439692639E+00  0.272656742516679E-01
     0.368800000000008E+02  0.125114353741346E+01  0.427199634329003E-01  0.798338052283024E+00  0.272590405343340E-01
     0.368900000000008E+02  0.125097827903166E+01  0.426979993446110E-01  0.798444225811088E+00  0.272522485816297E-01
     0.369000000000008E+02  0.125081376454673E+01  0.426758218993950E-01  0.798549962778147E+00  0.272452837946170E-01
     0.369100000000008E+02  0.125064998993125E+01  0.426534082514173E-01  0.798655266373733E+00  0.272381316939488E-01
     0.369200000000008E+02  0.125048695010363E+01  0.426307357264271E-01  0.798760140455038E+00  0.272307779411217E-01
     0.369300000000008E+02  0.125032463895751E+01  0.426077818520976E-01  0.798864589527587E+00  0.272232083567807E-01
     0.369400000000008E+02  0.125016304938902E+01  0.425845243841453E-01  0.798968618727511E+00  0.272154089364555E-01
     0.369500000000008E+02  0.125000217332116E+01  0.425609413288708E-01  0.799072233805719E+00  0.272073658641528E-01
     0.369600000000008E+02  0.124984200172493E+01  0.425370109628102E-01  0.799175441114233E+00  0.271990655242569E-01
     0.369700000000008E+02  0.124968252463696E+01  0.425127118502525E-01  0.799278247594851E+00  0.271904945122331E-01
     0.369800000000008E+02  0.124952373117328E+01  0.424880228594047E-01  0.799380660770262E+00  0.271816396446358E-01
     0.369900000000008E+02  0.124936560953932E+01  0.424629231780089E-01  0.799482688737626E+00  0.271724879689394E-01
     0.370000000000008E+02  0.124920814703592E+01  0.424373923292308E-01  0.799584340164598E+00  0.271630267737107E-01
     0.370100000000008E+02  0.124905133006170E+01  0.424114101886216E-01  0.799685624287676E+00  0.271532435996310E-01
     0.370200000000007E+02  0.124889514411197E+01  0.423849570029418E-01  0.799786550912667E+00  0.271431262518587E-01
     0.370300000000007E+02  0.124873957377443E+01  0.423580134115866E-01  0.799887130417036E+00  0.271326628141926E-01
     0.370400000000007E+02  0.124858460272236E+01  0.423305604713152E-01  0.799987373753795E+00  0.271218416654652E-01
     0.370500000000007E+02  0.124843021370563E+01  0.423025796849026E-01  0.800087292456538E+00  0.271106514985396E-01
     0.370600000000007E+02  0.124827638854041E+01  0.422740530342663E-01  0.800186898645184E+00  0.270990813422380E-01
     0.370700000000007E+02  0.124812310809818E+01  0.422449630185189E-01  0.800286205031926E+00  0.270871205864615E-01
     0.370800000000007E+02  0.124797035229499E+01  0.422152926972997E-01  0.800385224926838E+00  0.270747590106961E-01
     0.370900000000007E+02  0.124781810008171E+01  0.421850257396208E-01  0.800483972242581E+00  0.270619868160238E-01
     0.371000000000007E+02  0.124766632943634E+01  0.421541464783449E-01  0.800582461497594E+00  0.270487946606765E-01
     0.371100000000007E+02  0.124751501735924E+01  0.421226399702810E-01  0.800680707817168E+00  0.270351736990917E-01
     0.371200000000007E+02  0.124736413987231E+01  0.420904920617568E-01  0.800778726931787E+00  0.270211156243407E-01
     0.371300000000007E+02  0.124721367202306E+01  0.420576894593826E-01  0.800876535172127E+00  0.270066127137137E-01
     0.371400000000007E+02  0.124706358789447E+01  0.420242198056008E-01  0.800974149460114E+00  0.269916578771638E-01
     0.371500000000007E+02  0.124691386062162E+01  0.419900717584613E-01  0.801071587295503E+00  0.269762447082219E-01
     0.371600000000007E+02  0.124676446241593E+01  0.419552350749559E-01  0.801168866737440E+00  0.269603675369212E-01
     0.371700000000007E+02  0.124661536459766E+01  0.419197006971030E-01  0.801266006380555E+00  0.269440214841861E-01
     0.371800000000007E+02  0.124646653763760E+01  0.418834608398672E-01  0.801363025325165E+00  0.269272025170743E-01
     0.371900000000007E+02  0.124631795120823E+01  0.418465090798937E-01  0.801459943141265E+00  0.269099075041956E-01
     0.372000000000007E+02  0.124616957424507E+01  0.418088404439445E-01  0.801556779826058E+00  0.268921342705798E-01
     0.372100000000007E+02  0.124602137501835E+01  0.417704514958384E-01  0.801653555754833E+00  0.268738816512122E-01
     0.372200000000007E+02  0.124587332121535E+01  0.417313404206452E-01  0.801750291625146E+00  0.268551495424287E-01
     0.372300000000007E+02  0.124572538003332E+01  0.416915071048331E-01  0.801847008394312E+00  0.268359389503378E-01
     0.372400000000007E+02  0.124557751828288E+01  0.416509532110396E-01  0.801943727210341E+00  0.268162520354184E-01
     0.372500000000007E+02  0.124542970250164E+01  0.416096822461360E-01  0.802040469336553E+00  0.267960921524528E-01
     0.372600000000007E+02  0.124528189907760E+01  0.415676996212608E-01  0.802137256070213E+00  0.267754638849619E-01
     0.372700000000007E+02  0.124513407438161E+01  0.415250127025383E-01  0.802234108655628E+00  0.267543730733408E-01
     0.372800000000007E+02  0.124498619490821E+01  0.414816308512453E-01  0.802331048192245E+00  0.267328268359290E-01
     0.372900000000007E+02  0.124483822742386E+01  0.414375654522716E-01  0.802428095538417E+00  0.267108335823086E-01
     0.373000000000007E+02  0.124469013912144E+01  0.413928299298061E-01  0.802525271211548E+00  0.266884030181830E-01
     0.373100000000007E+02  0.124454189777983E+01  0.413474397492974E-01  0.802622595285462E+00  0.266655461412688E-01
     0.373200000000007E+02  0.124439347192725E+01  0.413014124048687E-01  0.802720087285873E+00  0.266422752277216E-01
     0.373300000000007E+02  0.124424483100675E+01  0.412547673915097E-01  0.802817766084953E+00  0.266186038087118E-01
     0.373400000000007E+02  0.124409594554238E+01  0.412075261615327E-01  0.802915649795982E+00  0.265945466368734E-01
     0.373500000000007E+02  0.124394678730449E+01  0.411597120649472E-01  0.803013755669174E+00  0.265701196424607E-01
     0.373600000000007E+02  0.124379732947223E+01  0.411113502735955E-01  0.803112099989760E+00  0.265453398791681E-01
     0.373700000000007E+02  0.124364754679167E+01  0.410624676890775E-01  0.803210697979439E+00  0.265202254596873E-01
     0.373800000000007E+02  0.124349741572785E+01  0.410130928346841E-01  0.803309563702311E+00  0.264947954812017E-01
     0.373900000000007E+02  0.124334691460884E+01  0.409632557317662E-01  0.803408709976395E+00  0.264690699411476E-01
     0.374000000000007E+02  0.124319602376020E+01  0.409129877611461E-01  0.803508148291808E+00  0.264430696436855E-01
     0.374100000000007E+02  0.124304472562829E+01  0.408623215103847E-01  0.803607888736622E+00  0.264168160974576E-01
     0.374200000000007E+02  0.124289300489061E+01  0.408112906078961E-01  0.803707939931400E+00  0.263903314053173E-01
     0.374300000000007E+02  0.124274084855192E+01  0.407599295450826E-01  0.803808308973315E+00  0.263636381468276E-01
     0.374400000000007E+02  0.124258824602469E+01  0.407082734878301E-01  0.803909001390667E+00  0.263367592544324E-01
     0.374500000000007E+02  0.124243518919258E+01  0.406563580788566E-01  0.804010021108561E+00  0.263097178842961E-01
     0.374600000000007E+02  0.124228167245602E+01  0.406042192325486E-01  0.804111370426372E+00  0.262825372828909E-01
     0.374700000000007E+02  0.124212769275891E+01  0.405518929240416E-01  0.804213050007517E+00  0.262552406504889E-01
     0.374800000000007E+02  0.124197324959567E+01  0.404994149744032E-01  0.804315058881954E+00  0.262278510027704E-01
