#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.127599999999998E+02  -.187829920193855E+00  0.567073100421779E+00  -.526352467258593E+00  0.158909893170868E+01
     0.127699999999998E+02  -.188496278690213E+00  0.568802860883350E+00  -.524960506970298E+00  0.158411105137103E+01
     0.127799999999998E+02  -.189164184507314E+00  0.570534281120412E+00  -.523576349522698E+00  0.157914806634568E+01
     0.127899999999998E+02  -.189833996577069E+00  0.572267516795986E+00  -.522200460468422E+00  0.157420886759165E+01
     0.127999999999998E+02  -.190506081745938E+00  0.574002748390585E+00  -.520833268701243E+00  0.156929230262824E+01
     0.128099999999998E+02  -.191180813387807E+00  0.575740183567932E+00  -.519475160454808E+00  0.156439717427369E+01
     0.128199999999998E+02  -.191858569644811E+00  0.577480059478944E+00  -.518126472808154E+00  0.155952224020430E+01
     0.128299999999998E+02  -.192539731296749E+00  0.579222644951140E+00  -.516787486809802E+00  0.155466621341795E+01
     0.128399999999998E+02  -.193224679267641E+00  0.580968242510451E+00  -.515458420345150E+00  0.154982776366956E+01
     0.128499999999998E+02  -.193913791784918E+00  0.582717190183056E+00  -.514139420881179E+00  0.154500551992984E+01
     0.128599999999998E+02  -.194607441214467E+00  0.584469863027076E+00  -.512830558230207E+00  0.154019807389886E+01
     0.128699999999998E+02  -.195305990601440E+00  0.586226674346468E+00  -.511531817479249E+00  0.153540398458753E+01
     0.128799999999998E+02  -.196009789953594E+00  0.587988076543576E+00  -.510243092233919E+00  0.153062178395935E+01
     0.128899999999998E+02  -.196719172309880E+00  0.589754561571540E+00  -.508964178325020E+00  0.152584998360435E+01
     0.128999999999998E+02  -.197434449642337E+00  0.591526660953330E+00  -.507694768122665E+00  0.152108708239678E+01
     0.129099999999998E+02  -.198155908643996E+00  0.593304945340506E+00  -.506434445596705E+00  0.151633157506861E+01
     0.129199999999998E+02  -.198883806459204E+00  0.595090023591822E+00  -.505182682253320E+00  0.151158196161121E+01
     0.129299999999998E+02  -.199618366415322E+00  0.596882541359135E+00  -.503938834065929E+00  0.150683675740041E+01
     0.129399999999998E+02  -.200359773816603E+00  0.598683179175766E+00  -.502702139505088E+00  0.150209450392396E+01
     0.129499999999998E+02  -.201108171861597E+00  0.600492650050497E+00  -.501471718755672E+00  0.149735377997573E+01
     0.129599999999998E+02  -.201863657744916E+00  0.602311696578200E+00  -.500246574191698E+00  0.149261321316973E+01
     0.129699999999998E+02  -.202626279002898E+00  0.604141087585984E+00  -.499025592159956E+00  0.148787149161656E+01
     0.129799999999998E+02  -.203396030159712E+00  0.605981614341150E+00  -.497807546102034E+00  0.148312737559943E+01
     0.129899999999998E+02  -.204172849727507E+00  0.607834086354596E+00  -.496591101023567E+00  0.147837970908145E+01
     0.129999999999998E+02  -.204956617609190E+00  0.609699326819590E+00  -.495374819296641E+00  0.147362743087636E+01
     0.130099999999998E+02  -.205747152947668E+00  0.611578167732047E+00  -.494157167759714E+00  0.146886958531578E+01
     0.130199999999998E+02  -.206544212458978E+00  0.613471444743334E+00  -.492936526057164E+00  0.146410533225234E+01
     0.130299999999998E+02  -.207347489280618E+00  0.615379991801232E+00  -.491711196140159E+00  0.145933395624477E+01
     0.130399999999998E+02  -.208156612358969E+00  0.617304635637890E+00  -.490479412830336E+00  0.145455487478330E+01
     0.130499999999998E+02  -.208971146392581E+00  0.619246190166195E+00  -.489239355330138E+00  0.144976764542605E+01
     0.130599999999998E+02  -.209790592340452E+00  0.621205450847472E+00  -.487989159547479E+00  0.144497197173373E+01
     0.130699999999998E+02  -.210614388496695E+00  0.623183189093989E+00  -.486726931088422E+00  0.144016770790744E+01
     0.130799999999998E+02  -.211441912125460E+00  0.625180146769204E+00  -.485450758760789E+00  0.143535486205409E+01
     0.130899999999998E+02  -.212272481642562E+00  0.627197030847500E+00  -.484158728422971E+00  0.143053359802480E+01
     0.130999999999998E+02  -.213105359322935E+00  0.629234508292645E+00  -.482848937006763E+00  0.142570423579384E+01
     0.131099999999998E+02  -.213939754506544E+00  0.631293201211267E+00  -.481519506540988E+00  0.142086725036712E+01
     0.131199999999998E+02  -.214774827268916E+00  0.633373682333755E+00  -.480168598002912E+00  0.141602326923234E+01
     0.131299999999998E+02  -.215609692516845E+00  0.635476470870211E+00  -.478794424828566E+00  0.141117306838429E+01
     0.131399999999998E+02  -.216443424464726E+00  0.637602028784147E+00  -.477395265919218E+00  0.140631756697994E+01
     0.131499999999998E+02  -.217275061442757E+00  0.639750757520654E+00  -.475969477991116E+00  0.140145782069771E+01
     0.131599999999998E+02  -.218103610984558E+00  0.641922995219875E+00  -.474515507126835E+00  0.139659501389320E+01
     0.131699999999998E+02  -.218928055138999E+00  0.644119014439892E+00  -.473031899401036E+00  0.139173045066050E+01
     0.131799999999998E+02  -.219747355949103E+00  0.646339020406662E+00  -.471517310469080E+00  0.138686554492130E+01
     0.131899999999998E+02  -.220560461039678E+00  0.648583149801756E+00  -.469970514024438E+00  0.138200180967651E+01
     0.131999999999998E+02  -.221366309255102E+00  0.650851470091768E+00  -.468390409049531E+00  0.137714084556318E+01
     0.132099999999998E+02  -.222163836289009E+00  0.653143979396555E+00  -.466776025803755E+00  0.137228432886696E+01
     0.132199999999998E+02  -.222951980249134E+00  0.655460606886948E+00  -.465126530512339E+00  0.136743399914261E+01
     0.132299999999998E+02  -.223729687102395E+00  0.657801213696054E+00  -.463441228739365E+00  0.136259164659727E+01
     0.132399999999998E+02  -.224495915948153E+00  0.660165594322519E+00  -.461719567447323E+00  0.135775909938867E+01
     0.132499999999998E+02  -.225249644071043E+00  0.662553478498306E+00  -.459961135764599E+00  0.135293821098670E+01
     0.132599999999998E+02  -.225989871728675E+00  0.664964533488711E+00  -.458165664499248E+00  0.134813084774024E+01
     0.132699999999998E+02  -.226715626634175E+00  0.667398366787633E+00  -.456333024453941E+00  0.134333887678262E+01
     0.132799999999998E+02  -.227425968098547E+00  0.669854529167351E+00  -.454463223611442E+00  0.133856415439862E+01
     0.132899999999998E+02  -.228119990803216E+00  0.672332518038769E+00  -.452556403272704E+00  0.133380851496429E+01
     0.132999999999998E+02  -.228796828178891E+00  0.674831781075641E+00  -.450612833240637E+00  0.132907376055738E+01
     0.133099999999998E+02  -.229455655372754E+00  0.677351720054428E+00  -.448632906151428E+00  0.132436165132224E+01
     0.133199999999998E+02  -.230095691792157E+00  0.679891694860528E+00  -.446617131062136E+00  0.131967389665804E+01
     0.133299999999998E+02  -.230716203218896E+00  0.682451027611293E+00  -.444566126407763E+00  0.131501214728425E+01
     0.133399999999998E+02  -.231316503494296E+00  0.685029006846747E+00  -.442480612443882E+00  0.131037798822187E+01
     0.133499999999998E+02  -.231895955781095E+00  0.687624891740289E+00  -.440361403291230E+00  0.130577293271373E+01
     0.133599999999998E+02  -.232453973413700E+00  0.690237916283459E+00  -.438209398697593E+00  0.130119841709287E+01
     0.133699999999998E+02  -.232990020353480E+00  0.692867293401544E+00  -.436025575628996E+00  0.129665579659408E+01
     0.133799999999998E+02  -.233503611270780E+00  0.695512218960227E+00  -.433810979797602E+00  0.129214634208998E+01
     0.133899999999998E+02  -.233994311279289E+00  0.698171875626889E+00  -.431566717227612E+00  0.128767123772214E+01
     0.133999999999998E+02  -.234461735352266E+00  0.700845436554872E+00  -.429293945952782E+00  0.128323157938587E+01
     0.134099999999998E+02  -.234905547453072E+00  0.703532068863345E+00  -.426993867930923E+00  0.127882837401878E+01
     0.134199999999998E+02  -.235325459414799E+00  0.706230936890610E+00  -.424667721251149E+00  0.127446253963433E+01
     0.134299999999998E+02  -.235721229605414E+00  0.708941205203623E+00  -.422316772699820E+00  0.127013490603580E+01
     0.134399999999998E+02  -.236092661415664E+00  0.711662041351960E+00  -.419942310740405E+00  0.126584621614057E+01
     0.134499999999998E+02  -.236439601607329E+00  0.714392618359507E+00  -.417545638952268E+00  0.126159712784112E+01
     0.134599999999998E+02  -.236761938558500E+00  0.717132116952410E+00  -.415128069962035E+00  0.125738821632720E+01
     0.134699999999998E+02  -.237059600441698E+00  0.719879727526628E+00  -.412690919891343E+00  0.125321997679296E+01
     0.134799999999998E+02  -.237332553368395E+00  0.722634651863124E+00  -.410235503333949E+00  0.124909282745322E+01
     0.134899999999998E+02  -.237580799531217E+00  0.725396104602814E+00  -.407763128865950E+00  0.124500711279553E+01
     0.134999999999998E+02  -.237804375371955E+00  0.728163314497189E+00  -.405275095083452E+00  0.124096310699728E+01
     0.135099999999998E+02  -.238003349800184E+00  0.730935525453698E+00  -.402772687154010E+00  0.123696101744147E+01
     0.135199999999998E+02  -.238177822483220E+00  0.733711997397489E+00  -.400257173860417E+00  0.123300098826997E+01
     0.135299999999998E+02  -.238327922224427E+00  0.736492006973135E+00  -.397729805109326E+00  0.122908310391831E+01
     0.135399999999998E+02  -.238453805442290E+00  0.739274848111211E+00  -.395191809871364E+00  0.122520739258302E+01
     0.135499999999998E+02  -.238555654758669E+00  0.742059832485103E+00  -.392644394515403E+00  0.122137382957897E+01
     0.135599999999998E+02  -.238633677700313E+00  0.744846289883614E+00  -.390088741496011E+00  0.121758234055114E+01
     0.135699999999998E+02  -.238688105513522E+00  0.747633568524038E+00  -.387526008351003E+00  0.121383280451285E+01
     0.135799999999998E+02  -.238719192088254E+00  0.750421035329088E+00  -.384957326965037E+00  0.121012505668930E+01
     0.135899999999998E+02  -.238727212984260E+00  0.753208076189428E+00  -.382383803054740E+00  0.120645889115225E+01
     0.135999999999998E+02  -.238712464548767E+00  0.755994096230985E+00  -.379806515831869E+00  0.120283406323885E+01
     0.136099999999998E+02  -.238675263112683E+00  0.758778520103793E+00  -.377226517802533E+00  0.119925029175302E+01
     0.136199999999998E+02  -.238615944250163E+00  0.761560792305754E+00  -.374644834663336E+00  0.119570726095464E+01
     0.136299999999998E+02  -.238534862084627E+00  0.764340377551719E+00  -.372062465257792E+00  0.119220462234603E+01
     0.136399999999998E+02  -.238432388623720E+00  0.767116761194688E+00  -.369480381560941E+00  0.118874199627009E+01
     0.136499999999998E+02  -.238308913104973E+00  0.769889449702705E+00  -.366899528663488E+00  0.118531897333814E+01
     0.136599999999998E+02  -.238164841334273E+00  0.772657971191307E+00  -.364320824731882E+00  0.118193511570833E+01
     0.136699999999998E+02  -.238000595000063E+00  0.775421876008492E+00  -.361745160925256E+00  0.117858995823763E+01
     0.136799999999998E+02  -.237816610947179E+00  0.778180737365956E+00  -.359173401254774E+00  0.117528300953191E+01
     0.136899999999998E+02  -.237613340396350E+00  0.780934152007737E+00  -.356606382376152E+00  0.117201375291867E+01
     0.136999999999998E+02  -.237391248097124E+00  0.783681740905012E+00  -.354044913310319E+00  0.116878164736755E+01
     0.137099999999998E+02  -.237150811404613E+00  0.786423149964059E+00  -.351489775091673E+00  0.116558612838200E+01
     0.137199999999998E+02  -.236892519273204E+00  0.789158050732871E+00  -.348941720347571E+00  0.116242660888453E+01
     0.137299999999998E+02  -.236616871162967E+00  0.791886141091021E+00  -.346401472815914E+00  0.115930248011568E+01
     0.137399999999998E+02  -.236324375857718E+00  0.794607145907140E+00  -.343869726811093E+00  0.115621311256414E+01
     0.137499999999998E+02  -.236015550196232E+00  0.797320817648339E+00  -.341347146650726E+00  0.115315785694289E+01
     0.137599999999998E+02  -.235690917721268E+00  0.800026936926703E+00  -.338834366057884E+00  0.115013604522246E+01
     0.137699999999998E+02  -.235351007253210E+00  0.802725312969031E+00  -.336331987554332E+00  0.114714699172958E+01
     0.137799999999998E+02  -.234996351397799E+00  0.805415783997580E+00  -.333840581861372E+00  0.114418999431582E+01
     0.137899999999998E+02  -.234627484999087E+00  0.808098217511445E+00  -.331360687324535E+00  0.114126433559719E+01
     0.137999999999998E+02  -.234244943550655E+00  0.810772510460511E+00  -.328892809378193E+00  0.113836928426293E+01
     0.138099999999998E+02  -.233849261578713E+00  0.813438589306221E+00  -.326437420064483E+00  0.113550409644820E+01
     0.138199999999998E+02  -.233440971012031E+00  0.816096409966152E+00  -.323994957619977E+00  0.113266801716298E+01
     0.138299999999998E+02  -.233020599553153E+00  0.818745957641812E+00  -.321565826140956E+00  0.112986028176707E+01
     0.138399999999998E+02  -.232588669065410E+00  0.821387246531966E+00  -.319150395335920E+00  0.112708011747914E+01
     0.138499999999998E+02  -.232145693989319E+00  0.824020319435880E+00  -.316749000371502E+00  0.112432674490672E+01
     0.138599999999998E+02  -.231692179800584E+00  0.826645247253590E+00  -.314361941814662E+00  0.112159937958270E+01
     0.138699999999998E+02  -.231228621520484E+00  0.829262128391874E+00  -.311989485671661E+00  0.111889723349429E+01
     0.138799999999998E+02  -.230755502287153E+00  0.831871088086523E+00  -.309631863520965E+00  0.111621951658997E+01
     0.138899999999998E+02  -.230273291994198E+00  0.834472277652612E+00  -.307289272734670E+00  0.111356543825141E+01
     0.138999999999998E+02  -.229782446000418E+00  0.837065873675183E+00  -.304961876780450E+00  0.111093420871839E+01
     0.139099999999998E+02  -.229283403912028E+00  0.839652077153200E+00  -.302649805593732E+00  0.110832504045644E+01
     0.139199999999998E+02  -.228776588435864E+00  0.842231112609137E+00  -.300353156007847E+00  0.110573714945956E+01
     0.139299999999998E+02  -.228262404299681E+00  0.844803227176122E+00  -.298071992228434E+00  0.110316975648253E+01
     0.139399999999998E+02  -.227741237233387E+00  0.847368689672987E+00  -.295806346337739E+00  0.110062208820044E+01
     0.139499999999998E+02  -.227213453002379E+00  0.849927789676233E+00  -.293556218813244E+00  0.109809337829588E+01
     0.139599999999998E+02  -.226679396483091E+00  0.852480836595424E+00  -.291321579046295E+00  0.109558286847747E+01
     0.139699999999998E+02  -.226139390768722E+00  0.855028158756367E+00  -.289102365846044E+00  0.109308980943643E+01
     0.139799999999998E+02  -.225593736292572E+00  0.857570102493374E+00  -.286898487916038E+00  0.109061346175085E+01
     0.139899999999998E+02  -.225042709956084E+00  0.860107031249245E+00  -.284709824292446E+00  0.108815309674976E+01
     0.139999999999998E+02  -.224486564248383E+00  0.862639324678167E+00  -.282536224735059E+00  0.108570799735212E+01
     0.140099999999998E+02  -.223925526345303E+00  0.865167377743932E+00  -.280377510065300E+00  0.108327745889725E+01
     0.140199999999998E+02  -.223359797177000E+00  0.867691599802660E+00  -.278233472448644E+00  0.108086078998496E+01
     0.140299999999998E+02  -.222789550455117E+00  0.870212413656494E+00  -.276103875622198E+00  0.107845731334473E+01
     0.140399999999998E+02  -.222214931653056E+00  0.872730254562122E+00  -.273988455072210E+00  0.107606636675337E+01
     0.140499999999998E+02  -.221636056935791E+00  0.875245569175940E+00  -.271886918169918E+00  0.107368730402049E+01
     0.140599999999998E+02  -.221053012039108E+00  0.877758814415896E+00  -.269798944278208E+00  0.107131949606008E+01
     0.140699999999998E+02  -.220465851101921E+00  0.880270456219073E+00  -.267724184845157E+00  0.106896233206464E+01
     0.140799999999998E+02  -.219874595459393E+00  0.882780968173433E+00  -.265662263504266E+00  0.106661522079641E+01
     0.140899999999998E+02  -.219279232408895E+00  0.885290830002572E+00  -.263612776204329E+00  0.106427759200669E+01
     0.140999999999998E+02  -.218679713965101E+00  0.887800525883065E+00  -.261575291394726E+00  0.106194889799113E+01
     0.141099999999998E+02  -.218075955624814E+00  0.890310542575841E+00  -.259549350294115E+00  0.105962861528448E+01
     0.141199999999998E+02  -.217467835166261E+00  0.892821367355257E+00  -.257534467272277E+00  0.105731624649389E+01
     0.141299999999998E+02  -.216855191511407E+00  0.895333485722874E+00  -.255530130375637E+00  0.105501132226482E+01
     0.141399999999998E+02  -.216237823683321E+00  0.897847378896750E+00  -.253535802027250E+00  0.105271340336843E+01
     0.141499999999998E+02  -.215615489893435E+00  0.900363521071377E+00  -.251550919931356E+00  0.105042208289432E+01
     0.141599999999998E+02  -.214987906795953E+00  0.902882376448800E+00  -.249574898211039E+00  0.104813698852661E+01
     0.141699999999998E+02  -.214354748948073E+00  0.905404396046536E+00  -.247607128805228E+00  0.104585778487708E+01
     0.141799999999998E+02  -.213715648515677E+00  0.907930014294357E+00  -.245646983148084E+00  0.104358417584310E+01
     0.141899999999998E+02  -.213070195263753E+00  0.910459645437650E+00  -.243693814149705E+00  0.104131590695469E+01
     0.141999999999998E+02  -.212417936869991E+00  0.912993679771737E+00  -.241746958492410E+00  0.103905276767045E+01
     0.142099999999998E+02  -.211758379597911E+00  0.915532479737713E+00  -.239805739251348E+00  0.103679459357880E+01
     0.142199999999998E+02  -.211090989362894E+00  0.918076375916540E+00  -.237869468842096E+00  0.103454126845895E+01
     0.142299999999998E+02  -.210415193220710E+00  0.920625662963871E+00  -.235937452291610E+00  0.103229272615373E+01
     0.142399999999998E+02  -.209730381303046E+00  0.923180595533750E+00  -.234008990821678E+00  0.103004895220619E+01
     0.142499999999998E+02  -.209035909219050E+00  0.925741384243994E+00  -.232083385727262E+00  0.102780998521190E+01
     0.142599999999998E+02  -.208331100935220E+00  0.928308191740300E+00  -.230159942524847E+00  0.102557591784018E+01
     0.142699999999998E+02  -.207615252138698E+00  0.930881128919390E+00  -.228237975338822E+00  0.102334689748007E+01
     0.142799999999998E+02  -.206887634081323E+00  0.933460251373961E+00  -.226316811487339E+00  0.102112312647011E+01
     0.142899999999998E+02  -.206147497893205E+00  0.936045556123401E+00  -.224395796222488E+00  0.101890486187538E+01
     0.142999999999998E+02  -.205394079346007E+00  0.938636978694599E+00  -.222474297573923E+00  0.101669241478089E+01
     0.143099999999998E+02  -.204626604037253E+00  0.941234390615963E+00  -.220551711240066E+00  0.101448614907648E+01
     0.143199999999998E+02  -.203844292957953E+00  0.943837597385817E+00  -.218627465466543E+00  0.101228647971546E+01
     0.143299999999998E+02  -.203046368397044E+00  0.946446336972493E+00  -.216701025848369E+00  0.101009387043711E+01
     0.143399999999998E+02  -.202232060127789E+00  0.949060278899121E+00  -.214771899990056E+00  0.100790883095122E+01
     0.143499999999998E+02  -.201400611813137E+00  0.951679023959701E+00  -.212839641956730E+00  0.100573191359144E+01
     0.143599999999998E+02  -.200551287559725E+00  0.954302104606202E+00  -.210903856449261E+00  0.100356370945340E+01
     0.143699999999998E+02  -.199683378543934E+00  0.956928986038071E+00  -.208964202637887E+00  0.100140484404180E+01
     0.143799999999998E+02  -.198796209627518E+00  0.959559068016088E+00  -.207020397590988E+00  0.999255972460107E+00
     0.143899999999998E+02  -.197889145876551E+00  0.962191687412644E+00  -.205072219239680E+00  0.997117774184424E+00
     0.143999999999998E+02  -.196961598893786E+00  0.964826121499280E+00  -.203119508823270E+00  0.994990947471321E+00
     0.144099999999998E+02  -.196013032873500E+00  0.967461591961080E+00  -.201162172766968E+00  0.992876203456733E+00
     0.144199999999998E+02  -.195042970287344E+00  0.970097269615414E+00  -.199200183949750E+00  0.990774260009714E+00
     0.144299999999998E+02  -.194050997111481E+00  0.972732279800678E+00  -.197233582328210E+00  0.988685835410344E+00
     0.144399999999998E+02  -.193036767508462E+00  0.975365708388387E+00  -.195262474890874E+00  0.986611641925981E+00
     0.144499999999998E+02  -.192000007881822E+00  0.977996608360366E+00  -.193287034926219E+00  0.984552379363583E+00
     0.144599999999998E+02  -.190940520228265E+00  0.980624006881459E+00  -.191307500597710E+00  0.982508728678077E+00
     0.144699999999998E+02  -.189858184720011E+00  0.983246912787460E+00  -.189324172828734E+00  0.980481345718204E+00
     0.144799999999998E+02  -.188752961459674E+00  0.985864324398569E+00  -.187337412510519E+00  0.978470855190880E+00
     0.144899999999998E+02  -.187624891361114E+00  0.988475237560156E+00  -.185347637056223E+00  0.976477844923805E+00
     0.144999999999998E+02  -.186474096121786E+00  0.991078653805537E+00  -.183355316334101E+00  0.974502860503521E+00
     0.145099999999998E+02  -.185300777265581E+00  0.993673588530209E+00  -.181360968022190E+00  0.972546400362004E+00
     0.145199999999998E+02  -.184105214249559E+00  0.996259079063177E+00  -.179365152436208E+00  0.970608911379875E+00
     0.145299999999998E+02  -.182887761642412E+00  0.998834192519408E+00  -.177368466890259E+00  0.968690785068107E+00
     0.145399999999998E+02  -.181648845398105E+00  0.100139803331764E+01  -.175371539657942E+00  0.966792354382785E+00
     0.145499999999998E+02  -.180388958263244E+00  0.100394975025016E+01  -.173375023607913E+00  0.964913891219280E+00
     0.145599999999998E+02  -.179108654371708E+00  0.100648854299567E+01  -.171379589593552E+00  0.963055604623301E+00
     0.145699999999998E+02  -.177808543094790E+00  0.100901366797288E+01  -.169385919681034E+00  0.961217639746394E+00
     0.145799999999998E+02  -.176489282228610E+00  0.101152444344103E+01  -.167394700303265E+00  0.959400077563404E+00
     0.145899999999998E+02  -.175151570613226E+00  0.101402025376425E+01  -.165406615429295E+00  0.957602935358625E+00
     0.145999999999998E+02  -.173796140288990E+00  0.101650055276867E+01  -.163422339839439E+00  0.955826167976541E+00
     0.146099999999998E+02  -.172423748305146E+00  0.101896486613520E+01  -.161442532595779E+00  0.954069669822133E+00
     0.146199999999998E+02  -.171035168303366E+00  0.102141279278602E+01  -.159467830795736E+00  0.952333277584729E+00
     0.146299999999998E+02  -.169631182004232E+00  0.102384400523905E+01  -.157498843692947E+00  0.950616773648855E+00
     0.146399999999998E+02  -.168212570728184E+00  0.102625824892165E+01  -.155536147265230E+00  0.948919890145222E+00
     0.146499999999998E+02  -.166780107083152E+00  0.102865534045204E+01  -.153580279303334E+00  0.947242313585553E+00
     0.146599999999998E+02  -.165334546949776E+00  0.103103516491475E+01  -.151631735087125E+00  0.945583690015824E+00
     0.146699999999998E+02  -.163876621891211E+00  0.103339767217330E+01  -.149690963707634E+00  0.943943630614612E+00
     0.146799999999998E+02  -.162407032108242E+00  0.103574287228018E+01  -.147758365084195E+00  0.942321717656472E+00
     0.146899999999998E+02  -.160926440051981E+00  0.103807083005989E+01  -.145834287715691E+00  0.940717510754112E+00
     0.146999999999998E+02  -.159435464795956E+00  0.104038165895508E+01  -.143919027194413E+00  0.939130553289059E+00
     0.147099999999998E+02  -.157934677256590E+00  0.104267551423926E+01  -.142012825499229E+00  0.937560378936989E+00
     0.147199999999998E+02  -.156424596337213E+00  0.104495258571013E+01  -.140115871073495E+00  0.936006518192595E+00
     0.147299999999998E+02  -.154905686054919E+00  0.104721308998727E+01  -.138228299680891E+00  0.934468504798411E+00
     0.147399999999998E+02  -.153378353692829E+00  0.104945726254446E+01  -.136350196020576E+00  0.932945881983632E+00
     0.147499999999998E+02  -.151842949002802E+00  0.105168534961206E+01  -.134481596071294E+00  0.931438208421626E+00
     0.147599999999998E+02  -.150299764465589E+00  0.105389760008648E+01  -.132622490122898E+00  0.929945063819547E+00
     0.147699999999998E+02  -.148749036597141E+00  0.105609425758412E+01  -.130772826442935E+00  0.928466054059026E+00
     0.147799999999998E+02  -.147190948271817E+00  0.105827555277427E+01  -.128932515516175E+00  0.927000815814323E+00
     0.147899999999998E+02  -.145625632015699E+00  0.106044169612012E+01  -.127101434786112E+00  0.925549020582828E+00
     0.147999999999998E+02  -.144053174206600E+00  0.106259287115023E+01  -.125279433819711E+00  0.924110378072203E+00
     0.148099999999998E+02  -.142473620101853E+00  0.106472922837270E+01  -.123466339810410E+00  0.922684638899197E+00
     0.148199999999998E+02  -.140886979600797E+00  0.106685087993310E+01  -.121661963329291E+00  0.921271596566393E+00
     0.148299999999998E+02  -.139293233636545E+00  0.106895789510382E+01  -.119866104231027E+00  0.919871088694984E+00
     0.148399999999998E+02  -.137692341081137E+00  0.107105029667760E+01  -.118078557619412E+00  0.918482997503915E+00
     0.148499999999998E+02  -.136084246039586E+00  0.107312805832215E+01  -.116299119776976E+00  0.917107249538183E+00
     0.148599999999998E+02  -.134468885402342E+00  0.107519110293534E+01  -.114527593964828E+00  0.915743814661151E+00
     0.148699999999998E+02  -.132846196521673E+00  0.107723930202305E+01  -.112763796001794E+00  0.914392704337792E+00
     0.148799999999998E+02  -.131216124876008E+00  0.107927247610364E+01  -.111007559536586E+00  0.913053969247185E+00
     0.148899999999998E+02  -.129578631587442E+00  0.108129039612471E+01  -.109258740932908E+00  0.911727696273042E+00
     0.148999999999998E+02  -.127933700660645E+00  0.108329278586027E+01  -.107517223694623E+00  0.910414004931071E+00
     0.149099999999998E+02  -.126281345817582E+00  0.108527932523924E+01  -.105782922366970E+00  0.909113043300151E+00
     0.149199999999998E+02  -.124621616809965E+00  0.108724965453977E+01  -.104055785859167E+00  0.907824983532052E+00
     0.149299999999998E+02  -.122954605101959E+00  0.108920337936922E+01  -.102335800144527E+00  0.906550017020029E+00
     0.149399999999998E+02  -.121280448827176E+00  0.109114007633576E+01  -.100622990304969E+00  0.905288349311370E+00
     0.149499999999998E+02  -.119599336938213E+00  0.109305929930626E+01  -.989174218986818E-01  0.904040194851689E+00
     0.149599999999998E+02  -.117911512481792E+00  0.109496058613481E+01  -.972192016411845E-01  0.902805771650400E+00
     0.149699999999998E+02  -.116217274949182E+00  0.109684346573935E+01  -.955284774018865E-01  0.901585295956263E+00
     0.149799999999998E+02  -.114516981668798E+00  0.109870746539781E+01  -.938454375298571E-01  0.900378977030539E+00
     0.149899999999998E+02  -.112811048225584E+00  0.110055211813306E+01  -.921703095334545E-01  0.899187012101692E+00
     0.149999999999998E+02  -.111099947909863E+00  0.110237697005508E+01  -.905033581491179E-01  0.898009581581248E+00
     0.150099999999998E+02  -.109384210216293E+00  0.110418158753104E+01  -.888448828443645E-01  0.896846844614202E+00
     0.150199999999998E+02  -.107664418430828E+00  0.110596556405864E+01  -.871952148087422E-01  0.895698935030445E+00
     0.150299999999998E+02  -.105941206360220E+00  0.110772852672494E+01  -.855547134942739E-01  0.894565957755344E+00
     0.150399999999998E+02  -.104215254273992E+00  0.110947014214195E+01  -.839237627734166E-01  0.893447985728770E+00
     0.150499999999998E+02  -.102487284142814E+00  0.111119012176177E+01  -.823027667878291E-01  0.892345057371793E+00
     0.150599999999998E+02  -.100758054269267E+00  0.111288822648681E+01  -.806921455650301E-01  0.891257174630387E+00
     0.150699999999998E+02  -.990283534173778E-01  0.111456427050547E+01  -.790923304825680E-01  0.890184301614485E+00
     0.150799999999998E+02  -.972989945551749E-01  0.111621812429932E+01  -.775037596602881E-01  0.889126363840221E+00
     0.150899999999998E+02  -.955708083302367E-01  0.111784971678474E+01  -.759268733608833E-01  0.888083248072321E+00
     0.150999999999998E+02  -.938446364014647E-01  0.111945903656924E+01  -.743621094771393E-01  0.887054802753070E+00
     0.151099999999998E+02  -.921213247509303E-01  0.112104613232043E+01  -.728098991810675E-01  0.886040838994253E+00
     0.151199999999998E+02  -.904017170978085E-01  0.112261111226264E+01  -.712706628056304E-01  0.885041132098848E+00
     0.151299999999998E+02  -.886866485322955E-01  0.112415414283354E+01  -.697448060242315E-01  0.884055423570444E+00
     0.151399999999998E+02  -.869769394805769E-01  0.112567544654889E+01  -.682327163862309E-01  0.883083423560405E+00
     0.151499999999998E+02  -.852733901032460E-01  0.112717529913827E+01  -.667347602591647E-01  0.882124813695909E+00
     0.151599999999998E+02  -.835767752187244E-01  0.112865402602830E+01  -.652512802197798E-01  0.881179250226149E+00
     0.151699999999998E+02  -.818878398307068E-01  0.113011199826106E+01  -.637825929268233E-01  0.880246367419436E+00
     0.151799999999998E+02  -.802072953246717E-01  0.113154962794534E+01  -.623289874988575E-01  0.879325781140601E+00
     0.151899999999998E+02  -.785358163833886E-01  0.113296736334531E+01  -.608907244104175E-01  0.878417092536250E+00
     0.151999999999998E+02  -.768740386554263E-01  0.113436568371690E+01  -.594680349097179E-01  0.877519891754779E+00
     0.152099999999998E+02  -.752225571942073E-01  0.113574509400422E+01  -.580611209510181E-01  0.876633761628916E+00
     0.152199999999998E+02  -.735819256688756E-01  0.113710611950934E+01  -.566701556251377E-01  0.875758281250694E+00
     0.152299999999998E+02  -.719526563316538E-01  0.113844930064618E+01  -.552952840619738E-01  0.874893029372316E+00
     0.152399999999998E+02  -.703352207110496E-01  0.113977518788506E+01  -.539366247703933E-01  0.874037587571020E+00
