     chi_2_2=  0.400000000000000E+03  0.822396973449777E-02  0.717410796045282E-04
     chi_2_2=  0.400100000000000E+03  0.823834256972487E-02  0.720130083189876E-04
     chi_2_2=  0.400200000000000E+03  0.825276992538431E-02  0.722864793132649E-04
     chi_2_2=  0.400300000000000E+03  0.826725211091548E-02  0.725615042753251E-04
     chi_2_2=  0.400400000000000E+03  0.828178943810451E-02  0.728380950040605E-04
     chi_2_2=  0.400500000000000E+03  0.829638222110583E-02  0.731162634105453E-04
     chi_2_2=  0.400600000000000E+03  0.831103077646549E-02  0.733960215193265E-04
     chi_2_2=  0.400700000000000E+03  0.832573542314421E-02  0.736773814697368E-04
     chi_2_2=  0.400800000000000E+03  0.834049648253911E-02  0.739603555171808E-04
     chi_2_2=  0.400900000000000E+03  0.835531427850868E-02  0.742449560345015E-04
     chi_2_2=  0.401000000000000E+03  0.837018913739488E-02  0.745311955133075E-04
     chi_2_2=  0.401100000000000E+03  0.838512138804825E-02  0.748190865653636E-04
     chi_2_2=  0.401200000000000E+03  0.840011136185107E-02  0.751086419239663E-04
     chi_2_2=  0.401300000000000E+03  0.841515939274240E-02  0.753998744453597E-04
     chi_2_2=  0.401400000000000E+03  0.843026581724258E-02  0.756927971101605E-04
     chi_2_2=  0.401500000000000E+03  0.844543097447817E-02  0.759874230248043E-04
     chi_2_2=  0.401600000000000E+03  0.846065520620703E-02  0.762837654230076E-04
     chi_2_2=  0.401700000000000E+03  0.847593885684441E-02  0.765818376672631E-04
     chi_2_2=  0.401800000000000E+03  0.849128227348858E-02  0.768816532503429E-04
     chi_2_2=  0.401900000000000E+03  0.850668580594684E-02  0.771832257968206E-04
     chi_2_2=  0.402000000000000E+03  0.852214980676192E-02  0.774865690646219E-04
     chi_2_2=  0.402100000000000E+03  0.853767463123936E-02  0.777916969465997E-04
     chi_2_2=  0.402200000000001E+03  0.855326063747383E-02  0.780986234721134E-04
     chi_2_2=  0.402300000000001E+03  0.856890818637725E-02  0.784073628086548E-04
     chi_2_2=  0.402400000000001E+03  0.858461764170618E-02  0.787179292634744E-04
     chi_2_2=  0.402500000000001E+03  0.860038937008991E-02  0.790303372852416E-04
     chi_2_2=  0.402600000000001E+03  0.861622374105893E-02  0.793446014657245E-04
     chi_2_2=  0.402700000000001E+03  0.863212112707362E-02  0.796607365414936E-04
     chi_2_2=  0.402800000000001E+03  0.864808190355371E-02  0.799787573956580E-04
     chi_2_2=  0.402900000000001E+03  0.866410644890686E-02  0.802986790595967E-04
     chi_2_2=  0.403000000000001E+03  0.868019514455959E-02  0.806205167147624E-04
     chi_2_2=  0.403100000000001E+03  0.869634837498620E-02  0.809442856944541E-04
     chi_2_2=  0.403200000000001E+03  0.871256652774075E-02  0.812700014856741E-04
     chi_2_2=  0.403300000000001E+03  0.872884999348628E-02  0.815976797309486E-04
     chi_2_2=  0.403400000000001E+03  0.874519916602757E-02  0.819273362302333E-04
     chi_2_2=  0.403500000000001E+03  0.876161444234159E-02  0.822589869427976E-04
     chi_2_2=  0.403600000000001E+03  0.877809622261025E-02  0.825926479891682E-04
     chi_2_2=  0.403700000000001E+03  0.879464491025279E-02  0.829283356530898E-04
     chi_2_2=  0.403800000000001E+03  0.881126091195792E-02  0.832660663834990E-04
     chi_2_2=  0.403900000000001E+03  0.882794463771761E-02  0.836058567965497E-04
     chi_2_2=  0.404000000000001E+03  0.884469650086037E-02  0.839477236776536E-04
     chi_2_2=  0.404100000000001E+03  0.886151691808588E-02  0.842916839835621E-04
     chi_2_2=  0.404200000000001E+03  0.887840630949860E-02  0.846377548444540E-04
